Материал;Краткий текст материала;ЕИ;ГруппаМтр;КлОцн;Вид оценки;ВидМ;;Названия строк;Количество по полю КлОцн
10285299;АКБ для ИБП LEOCH DJM 1275;ШТ;101070000;700;7;ROH;;;
10285299;АКБ для ИБП LEOCH DJM 1275;ШТ;101070000;1061;10;ROH;;;
10285300;Печать круглая 40мм;ШТ;118020000;1161;10;ROH;;;
10285301;Труба 325х5,0-ст.20 ГОСТ 10704-91;Т;106010000;1090;10;ROH;;;
10285302;Труба 28х3,5-12Х1МФ ТУ 14-3-460-2009;КГ;106010000;1090;10;ROH;;;
10285303;Папка файловая Attache 20 синяя;ШТ;118020000;1161;10;ROH;;;
10285304;Лопатка замковая 16 ст СТ-165018;ШТ;107070200;700;7;ROH;;;
10285304;Лопатка замковая 16 ст СТ-165018;ШТ;107070200;1064;10;ROH;;;
10285305;Набивка сальниковая ГП-П 27х27 мм;КГ;113070000;1220;10;ROH;;;
10285306;Провод ПЭТВ-2 1,250;КГ;102020000;700;7;ROH;;;
10285306;Провод ПЭТВ-2 1,250;КГ;102020000;1061;10;ROH;;;
10285307;Шайбы М5 Г11371-78;КГ;105040000;1070;10;ROH;;;
10285308;Г3885-73 Реактивы и особо чистые веществ;ШТ;118080000;1161;10;ROH;;;
10285309;Шпатлевка Weber Vetonit KR;КГ;113010000;700;7;ROH;;;
10285309;Шпатлевка Weber Vetonit KR;КГ;113010000;1180;10;ROH;;;
10285310;Ложка столовая Giorinox 5501-00 Noris;ШТ;118100000;1150;10;ROH;;;
10285311;Термометр сопр.ТС-1388/1-50М-(-50…+200С);ШТ;111010000;700;7;ROH;;;
10285311;Термометр сопр.ТС-1388/1-50М-(-50…+200С);ШТ;111010000;1062;10;ROH;;;
10285312;Оптический шнур FC-FC/UPC SM 9/125 dup5m;ШТ;115060000;700;7;ROH;;;
10285312;Оптический шнур FC-FC/UPC SM 9/125 dup5m;ШТ;115060000;1163;10;ROH;;;
10285313;Кольцо защитное насоса К45/55;ШТ;107010200;700;7;ROH;;;
10285313;Кольцо защитное насоса К45/55;ШТ;107010200;1064;10;ROH;;;
10285314;Кольцо графитовое Н50.08.02-01;ШТ;107010200;700;7;ROH;;;
10285314;Кольцо графитовое Н50.08.02-01;ШТ;107010200;1064;10;ROH;;;
10285315;Мера твердости образц.МТР-1 мет.Роквелла;КМП;114050000;700;7;ROH;;;
10285315;Мера твердости образц.МТР-1 мет.Роквелла;КМП;114050000;1210;10;ROH;;;
10285316;Анкер клиновый 10х120;ШТ;105040000;1070;10;ROH;;;
10285317;Масло трансмис.Газпромнефть Супер Т-2 4л;ШТ;104070000;1120;10;ROH;;;
10285318;Комплект досмотровых зеркал Ниоген;ШТ;108010000;1130;10;ROH;;;
10285319;Кислота серная ХЧ ГОСТ 4204-77;КГ;114020000;1050;10;ROH;;;
10285320;Автошина 400х965 (15.5-38 Ф-2А);ШТ;109040000;700;7;ROH;;;
10285320;Автошина 400х965 (15.5-38 Ф-2А);ШТ;109040000;1210;10;ROH;;;
10285321;Химреагент Puro Tech RLT-4;Т;114010000;1050;10;ROH;;;
10285322;Деаэратор вакуумный Дв-400;ШТ;107080100;700;7;ROH;;;
10285322;Деаэратор вакуумный Дв-400;ШТ;107080100;1064;10;ROH;;;
10285323;Папка на молнии с 3-х сторон КОМУС;ШТ;118020000;1161;10;ROH;;;
10285324;Набивка АФТ 10х10мм ГОСТ 5152-84;КГ;113070000;1220;10;ROH;;;
10285325;Плитка керамическая;ШТ;113010000;700;7;ROH;;;
10285325;Плитка керамическая;ШТ;113010000;1180;10;ROH;;;
10285326;Корпус магистрального фильтра Гейзер 1П;ШТ;118100000;1150;10;ROH;;;
10285327;Фотоаппарат Canon Digital IXUS 180 black;ШТ;118030000;1150;10;ROH;;;
10285328;"Фильтр 1.0400 H6XL-A00-0-M R928019851";ШТ;107020200;700;7;ROH;;;
10285328;"Фильтр 1.0400 H6XL-A00-0-M R928019851";ШТ;107020200;1064;10;ROH;;;
10285329;Аэратор для бассейна с рыбами;ШТ;107060100;700;7;ROH;;;
10285329;Аэратор для бассейна с рыбами;ШТ;107060100;1064;10;ROH;;;
10285330;Затвор Hogfors 31100 Ду 350 Ру 2,5 фланц;ШТ;106100000;700;7;ROH;;;
10285330;Затвор Hogfors 31100 Ду 350 Ру 2,5 фланц;ШТ;106100000;1080;10;ROH;;;
10285331;Набор электрика НЭУ-М до 1000В 37пр;ШТ;108010000;1130;10;ROH;;;
10285332;Салфетки чист. д/пластика,туба,100 шт;УПК;118130000;1161;10;ROH;;;
10285333;Вилка силовая IEK PSR02-032-5;ШТ;102040000;700;7;ROH;;;
10285333;Вилка силовая IEK PSR02-032-5;ШТ;102040000;1061;10;ROH;;;
10285334;Резистор перемен. СП3-39А 1Вт 470 Ом 10%;ШТ;112030000;700;7;ROH;;;
10285334;Резистор перемен. СП3-39А 1Вт 470 Ом 10%;ШТ;112030000;1063;10;ROH;;;
10285335;Шайба специальная МТ-160279;ШТ;107070200;700;7;ROH;;;
10285335;Шайба специальная МТ-160279;ШТ;107070200;1064;10;ROH;;;
10285336;Отвод 45 57х4-20 ГОСТ 17375-2001;ШТ;106090000;700;7;ROH;;;
10285336;Отвод 45 57х4-20 ГОСТ 17375-2001;ШТ;106090000;1080;10;ROH;;;
10285337;Ботинки лет.комб. от повыш.темп.МБС р.44;ПАР;118090300;1140;10;ROH;;;
10285338;Втулка МТ 224 к регул. клапану Д125;ШТ;107010200;700;7;ROH;;;
10285338;Втулка МТ 224 к регул. клапану Д125;ШТ;107010200;1064;10;ROH;;;
10285339;Резец прох. упорн. отог. 25х16 Т5К10 лев;ШТ;108010000;1130;10;ROH;;;
10285340;Ролик Canon IR-2016 FF6-1621;ШТ;115020000;1163;10;ROH;;;
10285341;Панель NDF Damasko 600х1220мм;ШТ;113010000;700;7;ROH;;;
10285341;Панель NDF Damasko 600х1220мм;ШТ;113010000;1180;10;ROH;;;
10285342;Доска обрезн 25х100х6000мм хвойные 1с;М3;113010000;700;7;ROH;;;
10285342;Доска обрезн 25х100х6000мм хвойные 1с;М3;113010000;1180;10;ROH;;;
10285343;Подшипник 114 ГОСТ 8338-75;ШТ;105080000;1062;10;ROH;;;
10285344;Ветонит 5000 (ровнитель для пола), 25кг;ШТ;113010000;700;7;ROH;;;
10285344;Ветонит 5000 (ровнитель для пола), 25кг;ШТ;113010000;1180;10;ROH;;;
10285345;Паронит ПОН 3,0 ГОСТ 481-80;КГ;113070000;1220;10;ROH;;;
10285346;Накопитель Стамм вертик.тонир.90мм;ШТ;118020000;1161;10;ROH;;;
10285347;Компенсатор трехлинзовый Ду800;ШТ;106090000;700;7;ROH;;;
10285347;Компенсатор трехлинзовый Ду800;ШТ;106090000;1080;10;ROH;;;
10285348;ГСО Нитрат-ионов 1г/л;АМП;114020000;1050;10;ROH;;;
10285349;Кастрюля Stalgast 016360;ШТ;118100000;1150;10;ROH;;;
10285350;Вставка 7БС.193.655;ШТ;101020300;700;7;ROH;;;
10285350;Вставка 7БС.193.655;ШТ;101020300;1061;10;ROH;;;
10285351;Рукав МБС 8 мм Р10 ГОСТ 10362-76;М;113030000;700;7;ROH;;;
10285351;Рукав МБС 8 мм Р10 ГОСТ 10362-76;М;113030000;1220;10;ROH;;;
10285352;Ацетилен технический, баллон 40 л;ШТ;119000000;1110;10;ROH;;;
10285353;Клапан ВЗ-100-32-ОМСБ Ду32 Ру10 привар.;ШТ;106100000;700;7;ROH;;;
10285353;Клапан ВЗ-100-32-ОМСБ Ду32 Ру10 привар.;ШТ;106100000;1080;10;ROH;;;
10285354;монтажка 600;ШТ;108010000;1130;10;ROH;;;
10285355;Рукоятка для валика 100 мм;ШТ;118100000;1150;10;ROH;;;
10285356;Вкладыш токосъемника крана зав. №К-1039;ШТ;107110200;700;7;ROH;;;
10285356;Вкладыш токосъемника крана зав. №К-1039;ШТ;107110200;1062;10;ROH;;;
10285357;Ключ гаечный комбинированный 12х12;ШТ;108010000;1130;10;ROH;;;
10285358;Переход б/у 720х630х8;ШТ;106090000;700;7;ROH;;;
10285358;Переход б/у 720х630х8;ШТ;106090000;1080;10;ROH;;;
10285359;Редуктор РВП-98 с мотор-редукт. МР2-500;ШТ;101040100;700;7;ROH;;;
10285359;Редуктор РВП-98 с мотор-редукт. МР2-500;ШТ;101040100;1061;10;ROH;;;
10285360;Ключ гаечн. рожковый двуст. 27х30;ШТ;108010000;1130;10;ROH;;;
10285361;Ручка гел. Pentel K497С OhGel 216849 син;ШТ;118020000;1161;10;ROH;;;
10285362;Биполь ТехноНИКОЛЬ нижний слой;М2;113010000;700;7;ROH;;;
10285362;Биполь ТехноНИКОЛЬ нижний слой;М2;113010000;1180;10;ROH;;;
10285363;Болт М 18 х120;КГ;105040000;1070;10;ROH;;;
10285364;Диск разгрузочный Н18.23.20.03-01 КС 50;ШТ;107010200;700;7;ROH;;;
10285364;Диск разгрузочный Н18.23.20.03-01 КС 50;ШТ;107010200;1064;10;ROH;;;
10285365;Суточная ведомость машиниста ЦТТЦУ №2;ШТ;118080000;1161;10;ROH;;;
10285366;Задвижка 30с64нж Ду80 Ру2,5 фланц.;ШТ;106100000;700;7;ROH;;;
10285366;Задвижка 30с64нж Ду80 Ру2,5 фланц.;ШТ;106100000;1080;10;ROH;;;
10285367;Методическое пособие РДМ934;ШТ;118080000;1161;10;ROH;;;
10285368;Смазка для втычных контактов Ambligon TA;КГ;104090000;1120;10;ROH;;;
10285369;Валик МТ-159131 Д70;ШТ;107070200;700;7;ROH;;;
10285369;Валик МТ-159131 Д70;ШТ;107070200;1064;10;ROH;;;
10285370;Лампа накаливания Г-230-240-750;ШТ;101060000;700;7;ROH;;;
10285370;Лампа накаливания Г-230-240-750;ШТ;101060000;1061;10;ROH;;;
10285371;Напильник квадратный;ШТ;108010000;1130;10;ROH;;;
10285372;Плашка М22;ШТ;108010000;1130;10;ROH;;;
10285373;Лента клейкая Unibob 600 48мх66мх45мкм;ШТ;118100000;1150;10;ROH;;;
10285374;Горшок для рассады салата;ШТ;118100000;1150;10;ROH;;;
10285375;Клапан 16нж10нж Ду80 Ру1,6 фланц;ШТ;106100000;700;7;ROH;;;
10285375;Клапан 16нж10нж Ду80 Ру1,6 фланц;ШТ;106100000;1080;10;ROH;;;
10285376;Пластинка ч.Д-1175319;ШТ;107070200;700;7;ROH;;;
10285376;Пластинка ч.Д-1175319;ШТ;107070200;1064;10;ROH;;;
10285377;Гиб 133х13 15 ГС ч. К-1234-01а;ШТ;107070200;700;7;ROH;;;
10285377;Гиб 133х13 15 ГС ч. К-1234-01а;ШТ;107070200;1064;10;ROH;;;
10285378;Лента Ильма ФЛ-002-02-01-15х1,3;М;113070000;1220;10;ROH;;;
10285379;Кран BV17F-025 Ду25 Ру4 фланц.;ШТ;106100000;700;7;ROH;;;
10285379;Кран BV17F-025 Ду25 Ру4 фланц.;ШТ;106100000;1080;10;ROH;;;
10285380;Тонер-картридж Cactus CS-CE285A;ШТ;115020000;1163;10;ROH;;;
10285381;Труба Ostendorf HTEM 100х1000 с раструб.;ШТ;106050000;1090;10;ROH;;;
10285382;Труба 60х3,5-ст.20 ГОСТ 8732-78;Т;106010000;1090;10;ROH;;;
10285383;Подшипник 29908 К1 ГОСТ 520-2011;ШТ;105080000;1062;10;ROH;;;
10285384;Строп СТП-3,0/3000;ШТ;118100000;1150;10;ROH;;;
10285385;Монитор видеодомофона CDV-35H;ШТ;111030000;700;7;ROH;;;
10285385;Монитор видеодомофона CDV-35H;ШТ;111030000;1062;10;ROH;;;
10285386;Календарь настенный на 2016 год;ШТ;118020000;1161;10;ROH;;;
10285387;Подшипник RBC 6535;ШТ;105080000;1062;10;ROH;;;
10285388;Диафрагма ДБС-1,6-1000-Б ч.ЛЭ 263.00.003;ШТ;111010000;700;7;ROH;;;
10285388;Диафрагма ДБС-1,6-1000-Б ч.ЛЭ 263.00.003;ШТ;111010000;1062;10;ROH;;;
10285389;Медь листовая 2 мм;КГ;105020000;1070;10;ROH;;;
10285390;Жидкость коррект. на быстросохн.ос 20мл;ШТ;118020000;1161;10;ROH;;;
10285391;Светильник подвесной НСП-41-200-001;ШТ;101060000;700;7;ROH;;;
10285391;Светильник подвесной НСП-41-200-001;ШТ;101060000;1061;10;ROH;;;
10285392;Механизм к ЗР-2 (цинк) с планкой;ШТ;118100000;1150;10;ROH;;;
10285393;Ремень клиновой В(Б)-1400;ШТ;113030000;700;7;ROH;;;
10285393;Ремень клиновой В(Б)-1400;ШТ;113030000;1220;10;ROH;;;
10285394;Полумуфта электородвигателя ч. К-805;ШТ;107030300;700;7;ROH;;;
10285394;Полумуфта электородвигателя ч. К-805;ШТ;107030300;1064;10;ROH;;;
10285395;Антенна для стац. радиостанции;ШТ;112020000;1063;10;ROH;;;
10285396;лист с ромбич. рифл 3мм ГОСТ 8568-777;Т;105010000;700;7;ROH;;;
10285396;лист с ромбич. рифл 3мм ГОСТ 8568-777;Т;105010000;1070;10;ROH;;;
10285397;План топографический Литооттиски;ШТ;118130000;1161;10;ROH;;;
10285398;Труба 820х8,0-17Г1С ГОСТ 20295-85;КГ;106010000;1090;10;ROH;;;
10285399;Доска магн.-марк. Комус 100х180;ШТ;118020000;1161;10;ROH;;;
10285400;Ротор ч.БТ-189472;ШТ;107070200;700;7;ROH;;;
10285400;Ротор ч.БТ-189472;ШТ;107070200;1064;10;ROH;;;
10285401;Нож для мяса 19 см COUNTRY;ШТ;118100000;1150;10;ROH;;;
10285402;Рубашка 819.08.13.03 СЭ-2500-60;ШТ;107010200;700;7;ROH;;;
10285402;Рубашка 819.08.13.03 СЭ-2500-60;ШТ;107010200;1064;10;ROH;;;
10285403;Скрепка Attache 55367 28мм;УПК;118020000;1161;10;ROH;;;
10285404;Ваза;ШТ;118100000;1150;10;ROH;;;
10285405;Полусапоги ПВХ универсальные р.45;ПАР;118090300;1140;10;ROH;;;
10285406;Кабель NYM 3x4 ТУ16.К01-28-2001;М;102020000;700;7;ROH;;;
10285406;Кабель NYM 3x4 ТУ16.К01-28-2001;М;102020000;1061;10;ROH;;;
10285407;Сталь круглая D42-25Х1МФ ГОСТ 2590-88;Т;105010000;700;7;ROH;;;
10285407;Сталь круглая D42-25Х1МФ ГОСТ 2590-88;Т;105010000;1070;10;ROH;;;
10285408;Щетка для мытья с нас.для шл.с мяг.щ.33;ШТ;118100000;1150;10;ROH;;;
10285409;Кран шаровый в.-в 25;ШТ;106100000;700;7;ROH;;;
10285409;Кран шаровый в.-в 25;ШТ;106100000;1080;10;ROH;;;
10285410;Колесо рабочее насоса ВК 2/26;ШТ;107010200;700;7;ROH;;;
10285410;Колесо рабочее насоса ВК 2/26;ШТ;107010200;1064;10;ROH;;;
10285411;Рельс Р-43 12,5м;Т;105010000;700;7;ROH;;;
10285411;Рельс Р-43 12,5м;Т;105010000;1070;10;ROH;;;
10285412;Масло мотор Mobil Super FE Special 5W-30;Л;104030000;1170;10;ROH;;;
10285413;Папка с завязками 280г/м2 мелов.;ШТ;118020000;1161;10;ROH;;;
10285414;Болт башмачный 700-28-2351 Четра;ШТ;107110200;700;7;ROH;;;
10285414;Болт башмачный 700-28-2351 Четра;ШТ;107110200;1062;10;ROH;;;
10285415;Отвод 90-50-3-20 ГОСТ 17375-2001;ШТ;106090000;700;7;ROH;;;
10285415;Отвод 90-50-3-20 ГОСТ 17375-2001;ШТ;106090000;1080;10;ROH;;;
10285416;Носилки;ШТ;118060000;700;7;ROH;;;
10285416;Носилки;ШТ;118060000;1210;10;ROH;;;
10285417;Подшипник 226 АК ГОСТ 520-2011;ШТ;105080000;1062;10;ROH;;;
10285418;"Буклет "" Правобережная ТЭЦ""";ШТ;118100000;1150;10;ROH;;;
10285419;Штанга электроиз.ШЭУ-1 до 1 кВ;ШТ;116010000;700;7;ROH;;;
10285419;Штанга электроиз.ШЭУ-1 до 1 кВ;ШТ;116010000;1130;10;ROH;;;
10285420;Подшипник 6220.С3.J20AA;ШТ;105080000;1062;10;ROH;;;
10285421;Блок-кубик Post-it Basic 654R-BY 76х76мм;ШТ;118020000;1161;10;ROH;;;
10285422;Резец расточн.20х20х200 ВК8 ГОСТ 18882;ШТ;108010000;1130;10;ROH;;;
10285423;Костюм брезентовый 44-46/158-164;ШТ;118090100;1140;10;ROH;;;
10285424;Фильтр элемент масляный DIFA 5327МК/Рего;ШТ;107020200;700;7;ROH;;;
10285424;Фильтр элемент масляный DIFA 5327МК/Рего;ШТ;107020200;1064;10;ROH;;;
10285425;Бандаж d6 L=240 СТ-253164;ШТ;107070200;700;7;ROH;;;
10285425;Бандаж d6 L=240 СТ-253164;ШТ;107070200;1064;10;ROH;;;
10285426;Стикер Stick 76х76 мм 400 л/уп;ШТ;118020000;1161;10;ROH;;;
10285427;Папка 50 мм лайм Bantex, арт.118113;ШТ;118020000;1161;10;ROH;;;
10285428;Вал насоса 3540 200Д60;ШТ;107010200;700;7;ROH;;;
10285428;Вал насоса 3540 200Д60;ШТ;107010200;1064;10;ROH;;;
10285429;Коврик для ванной комнаты;ШТ;118100000;1150;10;ROH;;;
10285430;Хомут червячный 20-32 нерж. 9мм;ШТ;105040000;1070;10;ROH;;;
10285431;Вставка регулятора всас. 2420088671Р;ШТ;107020200;700;7;ROH;;;
10285431;Вставка регулятора всас. 2420088671Р;ШТ;107020200;1064;10;ROH;;;
10285432;Гильза болтовая секторная ГН-120(70-120);ШТ;102040000;700;7;ROH;;;
10285432;Гильза болтовая секторная ГН-120(70-120);ШТ;102040000;1061;10;ROH;;;
10285433;Папка-регистр.STAFF 70мм, ПВХ синяя;ШТ;118020000;1161;10;ROH;;;
10285434;Гайка М16-6Н.5 10.7901.015;ШТ;107070200;700;7;ROH;;;
10285434;Гайка М16-6Н.5 10.7901.015;ШТ;107070200;1064;10;ROH;;;
10285435;Электрод УОНИ-13/45-2,5-УД Э42А Е41 2(4);Т;107050200;1220;10;ROH;;;
10285436;Клапан 25ч943нж Ду15 Ру1,6 фланц.с ЭИМ;ШТ;106100000;700;7;ROH;;;
10285436;Клапан 25ч943нж Ду15 Ру1,6 фланц.с ЭИМ;ШТ;106100000;1080;10;ROH;;;
10285437;Провод ПВС 3х2,5 ГОСТ 7399-97;ШТ;102020000;700;7;ROH;;;
10285437;Провод ПВС 3х2,5 ГОСТ 7399-97;ШТ;102020000;1061;10;ROH;;;
10285438;Пускатель ПМЛ-2220 380В;ШТ;101020400;700;7;ROH;;;
10285438;Пускатель ПМЛ-2220 380В;ШТ;101020400;1061;10;ROH;;;
10285439;Сталь круглая D80-ст.45 ГОСТ 2590-88;Т;105010000;700;7;ROH;;;
10285439;Сталь круглая D80-ст.45 ГОСТ 2590-88;Т;105010000;1070;10;ROH;;;
10285440;Штифт 5х25;ШТ;109040000;700;7;ROH;;;
10285440;Штифт 5х25;ШТ;109040000;1210;10;ROH;;;
10285441;Штанга резьбовая KTS12;М;105040000;1070;10;ROH;;;
10285442;Оконцеватель кабельный ОГТ-1(12-26);ШТ;102040000;700;7;ROH;;;
